programName,programDescription,workoutDay,workoutTitle,exerciseName,exerciseDetails
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",6,Endurance: Long Easy Run,Long Slow Distance Run,"45-50 minutes at a very easy, conversational pace (RPE 4-5)"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",7,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",8,Strength Progression & Capacity,Goblet Squats,3x10-12 at RPE 7
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",8,Strength Progression & Capacity,Incline Dumbbell Press,3x10-12 at RPE 7
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",8,Strength Progression & Capacity,Pull-ups (or Lat Pulldowns),3xAMRAP or 8-12 reps
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",8,Strength Progression & Capacity,WOD Finisher: For Time,"2 Rounds: 12 Dumbbell Thrusters, 10 Burpees"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",9,Running: Longer Intervals,Warm-up,10 min easy jog
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",9,Running: Longer Intervals,600m Intervals,5-6 sets at 10k pace (RPE 8) with 300m walk/jog recovery
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",9,Running: Longer Intervals,Cool-down,10 min easy jog
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",10,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",11,Hyrox Skills & Compromised Running,Warm-up,10 min dynamic & light practice
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",11,Hyrox Skills & Compromised Running,Main Set (3 Rounds),400m Run (RPE 7) -> 20 Kettlebell Swings (mod) -> 15 Box Jumps (or Step-overs). Rest 2 mins between rounds.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",11,Hyrox Skills & Compromised Running,Cool-down,5 min stretching
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",12,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",13,Endurance: Building Distance,Long Slow Distance Run,"50-55 minutes at a very easy, conversational pace (RPE 4-5)"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",14,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",15,Strength: Unilateral Focus & Core,Bulgarian Split Squats,3x8-10 per leg at RPE 8
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",15,Strength: Unilateral Focus & Core,Single Arm Dumbbell Rows,3x8-10 per arm at RPE 7
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",15,Strength: Unilateral Focus & Core,Walking Lunges,3x12 per leg at RPE 7
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",15,Strength: Unilateral Focus & Core,Core Finisher,"3 rounds: 45s Plank, 15 Leg Raises, 10/side Bird-Dog"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",16,Running: Introduction to Threshold,Warm-up,15 min easy jog & drills
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",16,Running: Introduction to Threshold,Tempo Run,20 minutes continuous at a 'comfortably hard' pace (RPE 7-8)
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",16,Running: Introduction to Threshold,Cool-down,10 min easy jog
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",17,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",18,Hyrox WOD: Erg & Carry,Warm-up,10 min dynamic & light row/carry
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",18,Hyrox WOD: Erg & Carry,WOD (For Time),"5 Rounds: 250m Row, 50m Farmer's Carry (moderate-heavy). Rest 60s between rounds."
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",18,Hyrox WOD: Erg & Carry,Accessory: Grip Work,2-3 sets of Plate Pinches or Dead Hangs
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",19,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",20,Endurance: Consistent Pacing,Long Slow Distance Run,"55-60 minutes at a very easy, conversational pace (RPE 4-5)"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",21,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",22,Strength: Full Body Volume,Back Squats,4x8-10 at RPE 7
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",22,Strength: Full Body Volume,Bench Press,4x8-10 at RPE 7
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",22,Strength: Full Body Volume,Bent Over Rows,4x8-10 at RPE 7
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",22,Strength: Full Body Volume,WOD Finisher: EMOM 6 mins,"Minute 1: 10 Push-ups, Minute 2: 12 Air Squats (repeat 3 times)"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",23,Running: Fartlek (Speed Play),Warm-up,10 min easy jog
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",23,Running: Fartlek (Speed Play),Fartlek Run,30 min run including 6-8 sets of (1 min fast / 2 mins easy jog) by feel
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",23,Running: Fartlek (Speed Play),Cool-down,10 min easy jog
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",24,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",25,Hyrox Simulation: Run-Station-Run,Warm-up,10 min light jog & drills
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",25,Hyrox Simulation: Run-Station-Run,Run,800m at RPE 7
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",25,Hyrox Simulation: Run-Station-Run,SkiErg,1000m at RPE 7-8
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",25,Hyrox Simulation: Run-Station-Run,Run,800m at RPE 7
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",25,Hyrox Simulation: Run-Station-Run,Wall Balls,50 reps (in manageable sets)
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",25,Hyrox Simulation: Run-Station-Run,Cool-down,10 min easy jog/stretch
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",26,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",27,Endurance: Building the Engine,Long Slow Distance Run,"60-65 minutes at a very easy, conversational pace (RPE 4-5)"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",28,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",29,Strength: Heavier Focus (Lower Body),Deadlifts,"Work up to 1x5 heavy (RPE 8-9), then 2x5 at 90% of that"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",29,Strength: Heavier Focus (Lower Body),Front Squats,3x6-8 at RPE 8
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",29,Strength: Heavier Focus (Lower Body),Glute Ham Raises (or Nordic Curls),3xAMRAP
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",29,Strength: Heavier Focus (Lower Body),Core Finisher,"3 rounds: 30s Hollow Hold, 15 V-ups"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",30,Running: Threshold Intervals,Warm-up,15 min easy jog & drills
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",30,Running: Threshold Intervals,Threshold Intervals,3 sets of 8 minutes at Threshold pace (RPE 8) with 2 min jog recovery
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",30,Running: Threshold Intervals,Cool-down,10 min easy jog
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",31,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",32,Hyrox WOD: The Grinder,Warm-up,10 min dynamic & light practice
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",32,Hyrox WOD: The Grinder,AMRAP 20 mins,"400m Run, 20m Sled Push (mod-heavy), 10 Burpee Broad Jumps"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",32,Hyrox WOD: The Grinder,Cool-down,10 min stretching & foam rolling
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",33,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",34,Endurance: Long Run with Surges,Long Run with Surges,"65-70 minutes at easy pace, but include 4-5 sets of (30s surge at 5k pace / 90s easy) in the second half."
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",35,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",36,Strength: Heavier Focus (Upper Body),Strict Press,"Work up to 1x5 heavy (RPE 8-9), then 2x5 at 90% of that"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",36,Strength: Heavier Focus (Upper Body),Weighted Pull-ups,3x5-8 at RPE 8-9
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",36,Strength: Heavier Focus (Upper Body),Close Grip Bench Press,3x6-8 at RPE 8
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",36,Strength: Heavier Focus (Upper Body),Accessory Finisher,"3 sets: 10-12 Face Pulls, 10-12 Barbell Curls"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",37,Running: VO2 Max Intervals,Warm-up,15 min easy jog & drills
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",37,Running: VO2 Max Intervals,800m Intervals,4-5 sets at a hard pace (RPE 9) with equal time jog recovery
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",37,Running: VO2 Max Intervals,Cool-down,15 min easy jog
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",38,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",39,Hyrox Skill Development: Sleds,Warm-up,10 min dynamic & light sled work
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",39,Hyrox Skill Development: Sleds,Sled Push (Heavy),"5 sets of 25m with challenging weight, rest 2 mins"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",39,Hyrox Skill Development: Sleds,Sled Pull (Heavy),"5 sets of 25m with challenging weight, rest 2 mins"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",39,Hyrox Skill Development: Sleds,Cool-down,10 min stretching
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",40,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",41,Endurance: Peak Long Run Distance,Long Slow Distance Run,"70-75 minutes at a very easy, conversational pace (RPE 4-5)"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",42,Rest Day,Full Rest,Complete rest. Focus on recovery.
